created_at,tweet_id,tweet,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at
10/31/2020 13:52,1.32E+18,"@realDonaldTrump Dichotomous thinking contributes to interpersonal problems and to emotional and behavioral instability. 

@gop @dnc #trump",0,0,Twitter for Android,8.29E+17,A Rational Mind,RandalBudzilo,Business Consultant and Strategist,2/7/2017 17:12,31,"Lehigh Acres, FL",26.6040585,-81.6581333,,United States of America,North America,Florida,FL,54:01.6
10/22/2020 12:54,1.32E+18,"@GOP @realDonaldTrump @NatalieJHarp Trumps big health care plan is quite clear, there is NONE, heâ€™s going to do away with pre existing conditions, Social Security, Medicare, Medicade and anything else that helps tax paying Americans. Heâ€™ll continue to steal money from US. Heâ€™s already proven how he rolls #TrumpðŸ¤®ðŸ¤®",0,0,Twitter for iPhone,169662945,Real Life Florida for Biden/Harris,PalmBchVintage,"Small business owner, 40+ years. gob smacked by the crime happening since tRump has taken over. Biden/Harris vote like your life depends on it! No DMs",7/22/2010 21:48,898,"West Palm Beach, Florida",26.715364,-80.0532942,West Palm Beach,United States of America,North America,Florida,FL,56:19.8
11/2/2020 5:34,1.32E+18,"It's 12:30AM in Florida where @realDonaldTrump is speaking at his 5th rally of the day. 

Meanwhile @JoeBiden is hunkered down in Delaware, &amp; in the rare instances he DOES leave, he doesn't even know what state he's in. Or he calls folks ""ugly"" like he did in MN on Friday. #Trump",399,74,Twitter Web App,20934272,Jason Lewis,LewisForMN,"Dad. Husband to a former cop. US Senate candidate/fmr Congressman. Iâ€™ll create MN jobs, take on China, protect the Constitution, the police &our American values",2/15/2009 20:24,25614,"Woodbury, MN",42.3775361,-96.0607187,,United States of America,North America,Iowa,IA,27:09.7
11/5/2020 3:02,1.32E+18,Letâ€™s chat #Biden&lt;&gt;#Trump https://t.co/HelRrvUhtH,0,0,Periscope,1.19E+18,Allseeingeye,RealNeacoGatti,Il grande guerriero Neaco Machiavelli Gatti....ðŸ‡®ðŸ‡¹ðŸ—¡âš–ðŸ¥ŠðŸ”ª,11/4/2019 20:35,251,United States,39.7837304,-100.4458825,,United States,North America,,,01:03.8
11/4/2020 5:08,1.32E+18,"@ABC has now predicted that Ohio will go to #Trump. No Republican president has ever won the presidency without it.

#Biden will take Virginia",3,0,TweetDeck,3763025356,Jamie Aranoff,jamiearanoff,"@abc 
âœ°
Formerly: @Sunyoswego '19 || @60Minutes intern",9/24/2015 18:49,217,NEW YORK ,40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,15:36.8
10/24/2020 10:37,1.32E+18,@realDonaldTrump @OANN @foxandfriends @GOPChairwoman @PressSec #TrumpCrimeFamilyForPrison #TrumpChinaBankAccount #Trump2020 #TrumpIsPathetic #Trump #Trump2020Landslide #TrumpIsALaughingStock #TrumpIsANationalDisgrace #TrumpIsACoward #TrumpIsATraitor #TrumpIsPathetic https://t.co/6lf8YlQ1Bf,0,0,Twitter Web App,8.23E+17,David Forsyth,TheXrayDave,,1/21/2017 1:06,13,"Plantation, FL",27.7567667,-81.4639835,,United States of America,North America,Florida,FL,44:00.2
11/7/2020 16:34,1.33E+18,Get em outta here. #Trump #Biden2020 https://t.co/4c7QeuznAV,0,0,Twitter for iPhone,48075330,Crystal,startingpitcha,"26 â™Žï¸, NYCðŸ—½, Yankees âš¾ï¸",6/17/2009 19:09,55,New York City,40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,55:11.8
11/1/2020 11:52,1.32E+18,@NBCNews Or was it just misappropriated BY the #Trump family and taken for personal use?,1,0,Twitter Web App,384852760,Hikyuu MikadoðŸ‘ðŸŒ°ðŸµðŸ˜·ðŸµ,Mikanojo,"A realspace woman in virtuality.  Activist.  she /her, #Quaintrelle, âœ #Christian, ðŸ‘ðŸ¦ªâšªðŸ’‹ðŸ³ï¸â€ðŸŒˆ #lesbian, â™, #Mercurian, #SJW ðŸŒ±#vegetarian, ðŸŽé¦¬ãƒ»ãƒ¡ã‚¿ãƒ« #Resist",10/4/2011 13:00,5941,USA,39.7837304,-100.4458825,,United States,North America,,,09:36.7
11/2/2020 20:20,1.32E+18,"Those in #trump's corner are no longer relevant anyway. #Election2020
#trumpIsPathetic #TRASH #VoteLikeYourLifeDependsOnIt
#VoteBlueToEndTheNightmare #VoteHimOut
https://t.co/wRNEE58FXk",0,0,Twitter for Android,252204552,ingrid klein,ingatweet,"Pop culture junkie, proud Liberal, native New Yorker, history buff, former art/film student, unabashed royalist, figure skating fanaticâ›¸ï¸. #resist #BlueWave2020",2/14/2011 18:22,180,"Connecticut, USA",41.6500201,-72.7342163,,United States of America,North America,Connecticut,CT,58:29.0
10/29/2020 14:20,1.32E+18,"Chris Wallace needs to go to THE ICU for his severe case of TDS
#Trump2020 #trump #maga #cake",0,0,Twitter for Android,3760106777,BoriMami Bakery,borimamib,"Specialty Cakes,Cheesecakes,Cupcakes,Spanish desserts and more. licensed and insured.
321-216-1378 https://t.co/DvzSpb1qiw #cake",9/24/2015 12:31,155,"Merritt Island, FL",28.3581193,-80.6968385,,United States of America,North America,Florida,FL,49:24.0
10/26/2020 13:31,1.32E+18,"Ass Cleaner #pence Sat In For #trump

#soWhatHappened trump FAILED, pence bailed https://t.co/PnsKqE03bC",0,0,Twitter for iPhone,18286812,tkn_one,tkn_one,,12/21/2008 16:07,4,United States,39.7837304,-100.4458825,,United States,North America,,,36:39.4
10/28/2020 16:07,1.32E+18,"Truth, yes you would think #Trump could rent a few busses, he says he's rich, guess not! https://t.co/W9nIF4DsiH",0,0,Twitter for Android,399363206,Connie Woods,steveconnieWood,,10/27/2011 11:43,738,oregon,43.9792797,-120.737257,,United States of America,North America,Oregon,OR,18:39.5
10/28/2020 3:53,1.32E+18,#trump2020 #votered #45 #Trump2020LandslideVictory #Trump #votetrump #AntifaTerrorists #blmisantiamericanmovement,1,0,Twitter for iPhone,611439915,Briskovic,BriskeyBaby,Throwing shade like confetti! ðŸŽ‰ Washington State For Trump! #trump2020 #trump #maga #patriot ðŸ‡ºðŸ‡² #womenfortrump,6/18/2012 3:47,1574,"Scottsdale, Arizona",33.4942189,-111.9260184,Scottsdale,United States of America,North America,Arizona,AZ,20:50.2
11/8/2020 6:46,1.33E+18,"#VulnerableToProsecution! Jan 2021, #Trump will be a private citizen. Investigate and jail this POS for #TaxFraud, #Bribery, criminal activity, Sexual assault and rape.  
#NoPardon
#NoPardonForTrump 
#NoPardon
#NoPardonForTrump",0,0,Twitter for iPhone,278603601,Joe Staiano,joestaiano,"87-country World Explorer; 25-yr Responsible Travel pro; Guide; Photographer; Do-gooder. Fdr of Meaningful Trip - tours support women, health, edu, antitraffick",4/7/2011 16:04,674,"Seattle, WA",47.6038321,-122.3300624,Seattle,United States of America,North America,Washington,WA,54:11.5
10/30/2020 17:05,1.32E+18,@santiagomayer_ Watch all sources and come up with your own opinion. Thatâ€™s what I do. Vote Trump 2020 #Trump,0,0,Twitter for iPhone,1044985106,Rey Rey ðŸ‡ºðŸ‡¸ ðŸ‡ºðŸ‡¸,RayRayRu302,"Father, Husband, Conservative, Veteran, Pro Trump, law enforcement ... ðŸ‡ºðŸ‡¸",12/29/2012 14:14,119,USA,39.7837304,-100.4458825,,United States,North America,,,57:11.9
11/7/2020 18:10,1.33E+18,"So does #snl have Dana Carvey, Dan Aykroyd and Chevy Chase show up to help #Trump through his defeat? #Election2020 @nbcsnl",0,0,Twitter Web App,2784404226,Steven Lubliner,sslubliner,"Attorney. Actor. Author. Find ""Threeway: A Satire of Presidential Proportions"" and ""A Child's Christmas in Queens"" at the link below. #writingcommunity",9/1/2014 17:28,314,"Petaluma, CA",38.2325829,-122.636465,Petaluma,United States of America,North America,California,CA,50:39.6
11/4/2020 3:09,1.32E+18,"#Dems must be getting a bit tired of the #Polls &amp; #MSM telling them they are going to beat #Trump !!  ðŸ˜‚ðŸ˜œ

#Lol #ElectionDay #ElectionNight #KAG #Trump2020",1,0,Twitter Web App,7.09E+17,Lucid,skallabard69,American Ranger.,3/12/2016 7:17,1002,"Indiana, USA",40.3270127,-86.1746933,,United States of America,North America,Indiana,IN,17:46.5
10/27/2020 22:11,1.32E+18,Miscellaneous Politics - Trump's Niece Portray Trump the World's Most Dangerous Man https://t.co/iK59GLLS0F via @JLAFORUMS #DonaldTrump,0,0,Twitter Web App,50699029,JLA FORUMS,JLAFORUMS,"JLA FORUMS - Tweets by the JLA Admin, Development & Writer Teams along with noteworthy posts & things from the Watercooler.",6/25/2009 16:54,141,USA,39.7837304,-100.4458825,,United States,North America,,,19:10.5
11/7/2020 16:47,1.33E+18,#ohsnap #presidentialelection #vote #vote2020 #president #presidenttrump #trump #biden #donaldtrump #joebiden https://t.co/EvTCU09Y7s,0,0,Instagram,2448558890,Dimes Gambit,dimesgambit,Expert pillow fort builder.,4/17/2014 2:26,191,St. Louis,38.6264178,-90.1998378,St. Louis,United States of America,North America,Missouri,MO,42:24.6
10/28/2020 17:30,1.32E+18,@JuliaDavisNews What happened 2 Fed supplies &amp; PPE &amp; supplies confiscated by ðŸ‡ºðŸ‡¸Govt? #Jared is exposed as an overconfident idiot. #Trump is running a campaign against the ðŸ‡ºðŸ‡¸! There's no mention of anything pertaining 2 serving the ðŸ‡ºðŸ‡¸ ppl;protecting the economy. It's all abt how 2make others take,5,0,Twitter Web App,100146431,Cathieâœï¸,AmericanMOM01,,12/29/2009 5:38,2458,"Tishomingo, Oklahoma",34.9550817,-97.2684063,,United States of America,North America,Oklahoma,OK,18:17.0
10/20/2020 1:42,1.32E+18,"@grynbaum I mean, if you're #Hunter #Biden, and you're making gazillions of dollars off your father's #WhiteHouse office, are you REEEEEAAAALLLLY  gonna take your #laptop to some Geek Squad outfit for repairs?

This "" #scandal "" never even pass the smell test!  #FakeNews #Biden2020 #Trump",1,0,Twitter Web App,1.29E+18,Brian Anthony Bowen,BrianAnthonyBo1,"American | Entrepreneur | Democrat | Voter | Gay | #BLM |

""If you had to defend the #GOP record, you'd be squealing like a pig stuck under a gate too!""",8/2/2020 17:21,1399,"Houston, Texas",29.7589382,-95.3676974,Houston,United States of America,North America,Texas,TX,28:22.3
11/3/2020 15:23,1.32E+18,Anyone seen the Dow today???  #NASDAQ #DOW #Trump,1,0,Twitter for iPhone,2882491766,Pissed off American ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸,leftygolfer1982,"Former California Dem, now California independent thinker. Constitutionalist. Donâ€™t tread on me. Thought are my own. Good men will be forced to do bad things",10/29/2014 19:24,1172,"California, USA",36.7014631,-118.7559974,,United States of America,North America,California,CA,29:49.9
11/4/2020 0:21,1.32E+18,"#Trump withheld funding from democratic cities.

If elected will he withhold money from democratic states????

#IrresponsibleLeadership #TrumpMeltdown #CNN #MSNBC #VoteHimOut #VoteBidenHarrisToSaveAmerica",0,0,Twitter for Android,480836062,Covidiot45,Bfrugal1,"Needless to say, America wasn't prepared to handle the coronavirus. Trump failed US! Don't listen to him! Don't drink his Kool Aid folks! #TrumpTheNextJimJones",2/1/2012 23:48,1556,United States,39.7837304,-100.4458825,,United States,North America,,,21:11.8
10/23/2020 1:22,1.32E+18,"So #trump, where's COVID19 relief bill? #MoscowMcConnell is the roadblock.",0,0,Twitter Web App,19791605,Person Woman Man Vote Biden,kdo88,VOTE. The future of our democracy depends on it.,1/30/2009 22:05,156,United States,39.7837304,-100.4458825,,United States,North America,,,52:56.4
10/17/2020 3:45,1.32E+18,@KazePlays_JC #tRump,0,0,Twitter Web App,17930061,Arcadia Rink  ï£¿,Arcadiarollrink,"#AMERICA #WE #ARE #IN #DANGER 
RACISM THE #1 PROBLEM IN AMERICA, 
#I #TALK #TURKEY
#BlackLivesMatter #Biden
I... don't recall the taste of strawberries ðŸ“ðŸ“ðŸ“",12/6/2008 22:14,818,NYC/Long Island,40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,49:32.9
10/21/2020 23:37,1.32E+18,"#Trump says Rep Schiff should be locked up because of the Russia investigation and the Impeachment.

Crowd chants: Lock him up!

Um...",1,1,Twitter Web App,8436472,snarke,snarke,"Will mock for food! Freelance writer, blogger, commentator. Civics nerd. She/Her",8/26/2007 5:56,1187,Portland,45.5202471,-122.6741949,Portland,United States of America,North America,Oregon,OR,58:24.7
10/29/2020 14:32,1.32E+18,"#US #USElection #Obama #BarackObama #President #USPresident #DonaldTrump #Trump #JoeBiden #Biden #USElection2020 #VOTE #Election2020 #Elections2020 #ElectionDay #TrumpMeltdown #UnitedStates #USElection2020 #USA #Elections 

https://t.co/8c3lCLXWPz https://t.co/7bHLKYXHQb",0,0,Twitter Web App,1.20E+18,Daily US Times,DailyUSTimes,Daily US Times is an American based online news portal. We maintain high standards of journalism in the world with impartial and authentic news presentations.,11/17/2019 19:36,50,United States ,39.7837304,-100.4458825,,United States,North America,,,45:57.0
10/17/2020 0:29,1.32E+18,"Oh, awesome. Now #Trump is using Barron as a prop to prove that kids have no problems with Covid. Because there is no low that is low enough for Donnie.",1,1,Twitter Web App,8436472,snarke,snarke,"Will mock for food! Freelance writer, blogger, commentator. Civics nerd. She/Her",8/26/2007 5:56,1185,Portland,45.5202471,-122.6741949,Portland,United States of America,North America,Oregon,OR,35:11.8
10/17/2020 9:12,1.32E+18,"Inzwischen glaube ich genau das Gegenteil unserer #MSM in Deutschland und #EU

Pro:
#Russland 
#Trump

Missinformation in:
#Corona
#Migrationspolitik
#Klima
#Finananzen https://t.co/u3Ol87jNMp",3,0,Twitter for Android,4349509708,T Cubed,ThomasThyTrader,"The Masses |
Trading |
Truth",12/2/2015 10:09,68,Bay Area,37.7884969,-122.3558473,San Francisco,United States of America,North America,California,CA,06:31.4
11/1/2020 19:35,1.32E+18,"If Biden wins, heâ€™ll be the first candidate since Ronald Reagan to win the White House on his third try. What Biden had going for him this time: Absolute clarity of mission. He saw himself as the vehicle for rescuing the US from #Trump &amp; Trumpism
My column https://t.co/SeEI1DAk2p",655,100,Twitter for iPhone,453319164,EJ Dionne,EJDionne,"Wash Post Georgetown Brookings NPR MSNBC. Author of ""Code Red: How Progressives and Moderates Can Unite to Save Our Country."" Preorder here: https://t.co/PdzzCNf3pm",1/2/2012 20:12,190598,"Washington, D.C.",38.8949924,-77.0365581,Washington,United States of America,North America,District of Columbia,DC,07:03.1
11/4/2020 3:27,1.32E+18,"@sarahcpr And he's a shitty golfer.  If #Trump was a 1 handicap, I'd understand it.",1,0,Twitter for Android,1.23E+18,Joe Strummer,RobertPetrocel2,"My avatar photo is Joe Strummer.  If he were alive, he'd hate that fat orange bastard too.",2/14/2020 4:28,1141,"Los Angeles, CA",34.0536909,-118.242766,Los Angeles,United States of America,North America,California,CA,17:18.4
11/6/2020 14:00,1.32E+18,"#Trumpâ€™s MO:

#Demagogue #Liar #Cheat #Treasonous #Traitor #VoterSuppression #Divisive #FailedLeadership #Fascist #sensationalist #Racist #Rapist #TaxFrauder #Partisan #Bully #Narcissist #Republican #Evil #Satanist #Terrorist #ForeignAsset #Thief #Embarrassing #EmbarrassmentToUSA https://t.co/FhrIm7VNOO",0,0,Twitter for iPad,1.10E+18,Tina Heald,TarotPriestess1,ðŸ˜·ðŸ’œ #INFJ #Seer #Healer #UMaineAlumni #HussonAlumni #Artist #Guitarist #Tarot âœ¨â™’ï¸ #HumanityFirst #RETWEETS #BidenHarrisWon #TruthMatters #FBR #ResistFascism,2/16/2019 13:07,330,"Maine, USA",45.709097,-68.8590201,,United States of America,North America,Maine,ME,28:51.5
11/6/2020 15:16,1.32E+18,Remember all those weird questions months ago about 'Will Trump leave office if he loses?' etc. etc.???? Why was that being asked out of nowhere? They already knew. Big scam. Big fraud. @realDonaldTrump #MAGA #KAG #VoterFraud #Trump,4,3,Twitter Web App,40625430,Kevin Scholla,kevinscholla,3-sport VARSITY HEAD COACH-@SarahPalinUSA/Breitbart COLUMNIST-Mama Grizzly Radio CREATOR-The Palin Update HOST- PA/PxP/Ring ANNOUNCER-DAD-BATMAN #Dogsâœï¸ðŸ‡ºðŸ‡¸ðŸ‡®ðŸ‡±,5/17/2009 7:36,1402,USA,39.7837304,-100.4458825,,United States,North America,,,27:49.4
10/23/2020 1:32,1.32E+18,"Did #Trump just make fun of #Biden for selling pillows???

What???
#Debates2020 #Debate2020 #DebateTonight #debate https://t.co/DoXHPi7TRP",11,5,Twitter for iPhone,17722477,Tony Michael,TonyMichael,"Entrepreneur, World Traveler, Adventure Seeker, NBA Fan. I reply from @TonyMichael2. Instagram = @TonyMichael",11/28/2008 23:16,46844,Dallas,32.7762719,-96.7968559,Dallas,United States of America,North America,Texas,TX,52:40.7
11/3/2020 0:59,1.32E+18,"#Note To #Trump:    

Hellooooo!!
Please Read: @HKrassenstein below Re: #Testing https://t.co/iWfBzFH89I",0,0,Twitter Web App,17100498,MaryC3,MaryC3,Retired editor,11/1/2008 13:56,873,"New Jersey, USA",40.0757384,-74.4041622,,United States of America,North America,New Jersey,NJ,38:16.0
10/21/2020 2:11,1.32E+18,"A lot of Ugly MOUTHS.....UP IS DOWN - YouTube - https://t.co/tMzZ8T3w9c 
The State of DisUnion
Â© 2020 ROMAN JONES
The song is simply about how the country has drastically changed during the last 4 years #trump #McConnell #GOP #RepublicansForBiden",0,0,Twitter Web App,130662357,Donna J,JeedBe,"We HAVE to get along & live together...  
PEACE  #UniteBlue
Seizures make it difficult for me to interact with others esp if it's negative.....
I apologize",4/7/2010 23:26,1194,"Now live in Portland, Oregon ",45.5202471,-122.6741949,Portland,United States of America,North America,Oregon,OR,01:47.4
11/3/2020 5:46,1.32E+18,"I suspect that this will remain the same no matter the results of this election.
""A September report by the non-partisan @pewresearch found that nearly 80% of @realDonaldTrump &amp; @JoeBiden supporters said they had few or no friends who supported the other candidate""

#Trump #Biden https://t.co/SwRCxsOHgQ",0,0,Twitter for Android,2928963276,Jonathan Oskins,UCLA_Grad,"Public Policy M.A., @CST_News, @UCLA B.A. ðŸ˜ #YouDontNeedAHomeToVote ðŸ¡#HomesGuaranteeLA ðŸ #HomesGuarantee ðŸ› #HomesForAll ðŸ›#PHIMBY ðŸš¿ https://t.co/HEEOwr6q4Y",12/13/2014 21:55,812,"Los Angeles, California",34.0536909,-118.242766,Los Angeles,United States of America,North America,California,CA,35:38.0
11/7/2020 4:01,1.32E+18,@XscrewygirlX @pablo_honey1 @realDonaldTrump @EveningEdit Except #Trump. Why do you think he threatened and paid off someone to hide and bury he's school grades? People in Special Education get higher grades than this #POTUS.,0,0,Twitter for Android,256850304,Chris S,chris121710,,2/24/2011 5:47,19,"Worcester, MA",42.2761217,-71.8058232,Worcester,United States of America,North America,Massachusetts,MA,59:40.1
10/27/2020 23:23,1.32E+18,@realDonaldTrump Anti-Trump? PLEASE VOTE #MakeAmericaUnitedAgain #vetsforscience #FTrumpS #OperationMAGA #antitrump #dumptrump #biden2020 #trump #voteblue #negligenthomicide #blm #murdererinchief #bidenharris #shitler #FuckTrumpsShit https://t.co/Uty6idnusu,0,0,Twitter for iPhone,7.83E+17,THCPetDoctor,THCPetDoctor,"I represent a group of 240+ veterinarians, MDs, and other doctors. We will flood Trumpâ€™s page with truth, facts, and science! Please help spread our message!",10/3/2016 4:16,90,"Berkeley, CA",37.8708393,-122.2728639,Berkeley,United States of America,North America,California,CA,20:48.6
10/24/2020 1:49,1.32E+18,"#Trump intervention â€“ he signed full-page newspaper advertisements implicitly calling for the boys to dieÂ 

""I'M THE LEAST RACIST IN THIS ROOM""....trump 

https://t.co/LkevYICtOf",0,0,Twitter for Android,9.18E+17,"231,308 DEATHS The Infected States of America",RottenRepublica,"America's democracy is at risk from ignorant right wing racists following a babbling salesman & conman hiding from #SDNY 

We must be ready to fight for freedom",10/11/2017 18:46,3105,California,36.7014631,-118.7559974,,United States of America,North America,California,CA,44:53.5
10/19/2020 19:16,1.32E+18,@MSNBC I enjoy when Trump supporters acknowledge that some fake quote I attribute #DonaldTrump is really stupid without arguing that Trump would never say it.,0,0,Twitter for Android,7067072,the.effing.librarian,effinglibrarian,the. effing. librarian. nuff said.,6/25/2007 11:31,1851,usa,39.7837304,-100.4458825,,United States,North America,,,38:49.7
10/15/2020 0:07,1.32E+18,"Thought you might want this for a lawsuit.  I tried to tweet out the link from the NY Post article &amp; was shown this.  Twitter &amp; partners?  Who are their partners? Also, I couldn't even save the tweet as a draft. Had to discard completely @realDonaldTrump @DonaldJTrumpJr  #Trump https://t.co/mBbCiV5o2z",0,0,Twitter Web App,2431850590,SouthernSassafrass â­ðŸ‡ºðŸ‡²ðŸ‡ºðŸ‡²ðŸ‡ºðŸ‡²â­,WildcatFan178,"Opinionated Southern smart ass, sports fan, marketing's my gig, I cuss...a bunch. â™¥ USA Freedom, Patriots.",3/23/2014 20:54,366,"Florida, USA",27.7567667,-81.4639835,,United States of America,North America,Florida,FL,00:54.9
11/2/2020 17:44,1.32E+18,@GoForChlo Already did #trump2020 #trumptrain #trump,0,0,Twitter for Android,1.27E+18,America_FirstðŸ‡ºðŸ‡¸,StandUp_Proud,"ðŸ™ðŸš”ðŸš’
 
Proud to be American ðŸ‡ºðŸ‡¸",6/1/2020 14:06,37,United States,39.7837304,-100.4458825,,United States,North America,,,26:57.7
