created_at,tweet_id,tweet,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at
11/6/2020 3:59,1.32E+18,"Oh, @andersoncooper ...thank you for being you! 🐢 😂 I just had to post the clip...the quote don’t do it justice! #Election2020 #Biden #TrumpMeltdown https://t.co/RypOgzzCSW",6,0,Twitter for iPhone,8.16E+17,Kris-T,SarcasticLibra8,Padma patra evam bhasa🌺 Work: Social Media👩🏼‍💻 Inspired by: Lisa Ray 💗 Single mama to Bryce 💙 Int’l Film Studies 🎞 #Meditation🧘‍♀️Traveler🧳,1/3/2017 21:37,735,"California, USA",36.7014631,-118.7559974,,United States of America,North America,California,CA,51:58.2
11/3/2020 15:32,1.32E+18,"Happy election day! Go cast your vote, because it matters! #vote2020 #vote #joebiden @ Los Angeles/Hollywood California https://t.co/j27JVuyb8l",0,0,Instagram,1.32E+18,The Real Lana Torres,Lana75329270,"Single, Grad Student, Assistant, Host of News in america.

Instagram: The_lanatorres",10/20/2020 22:05,2,"Los Angeles, California",34.0536909,-118.242766,Los Angeles,United States of America,North America,California,CA,17:06.4
11/5/2020 3:47,1.32E+18,@CharlieGileNBC Pretty sure they will be 90/10  for #Biden,0,0,Twitter for iPhone,9.28E+17,Natalia Lowe,nrllovesamerica,Florida Born. NYC Based.❤️,11/7/2017 20:26,90,"New York, USA",40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,09:55.3
10/25/2020 2:04,1.32E+18,If they can only just get #Biden elected ... https://t.co/S9eCwJcPhw,0,0,Twitter for Android,3249394350,BackPewCatholic,BackPewCatholic,Average Catholic family guy ✝ Faithful to The Church ✝ Radio broadcaster ✝ Confraternity of The Passion ✝ ... a bearded man who hates Facebook.,6/19/2015 3:52,334,"NE Oregon, USA",43.9792797,-120.737257,,United States of America,North America,Oregon,OR,20:04.5
10/19/2020 4:29,1.32E+18,"For all his big talk, Trump will be remembered for his failed leadership at what will be seen as a historic juncture for a changed world order. 

It’s time to actually #MAGA and get this country back to where Obama left it. 

#Vote #VoteEarly #Election2020 #Biden https://t.co/TFKrq0bFRz",0,0,Twitter for iPhone,1.32E+18,Americans for Moderation,USA4Moderation,Michigan is home and life. My personal beliefs and tweets are mine alone and place me firmly to the left but I yearn for moderation and bi-partisanship.,10/11/2020 15:59,3,"Michigan, USA",43.6211955,-84.6824346,,United States of America,North America,Michigan,MI,22:12.9
10/16/2020 23:10,1.32E+18,@realDonaldTrump Exciting prospect of #President #Trump finally turning #Georgia into a #BlueState! His latest endorsement of the #ConspiracyTheories of the #Antisemitic #radical #extremist fringe group #QAnon will certainly help. Keep up the #CrazyUncle business! It's working (for #Biden)!!!,0,0,Twitter Web App,1676694750,Dolphy Cane,DolphyCane,Senior art critic - Vernissage Magazine - Los Angeles,8/16/2013 22:02,122,Los Angeles,34.0536909,-118.242766,Los Angeles,United States of America,North America,California,CA,44:39.5
11/6/2020 14:59,1.32E+18,"Read it. This is what we need to hold #JoeBiden accountable to. But, it will be much more difficult for him to get done if we don’t have the senate. So, we need to pour everything we’ve got into these Senate runoffs in #Georgia.

#Election2020

https://t.co/LNJP2JHtGQ",2,0,Twitter for iPhone,840212256,Pop,financejonE,Morehouse Grad.. make a pretty mean turkey burger,9/22/2012 18:23,307,"Orange County, CA",33.7500378,-117.8704931,,United States of America,North America,California,CA,41:13.0
10/24/2020 23:10,1.32E+18,¿#Trump o #Biden? 🗳️ En este mapa político se muestra la inclinación de los estados para la elección 2020 🇺🇸 👇  https://t.co/x8nKd9FNRR,0,0,Sprout Social,1413913429,Qué Buena 105.9 FM,QueBuena1059,"Aquí escuchas puras buenas, lo mejor del regional mexicano en #Phoenix. Somos #TheHomeOfLatinMusic🎶 Descarga el app 👉 https://t.co/1DZqPURWHh",5/8/2013 21:43,1592,Phoenix Arizona,33.4484367,-112.0741417,Phoenix,United States of America,North America,Arizona,AZ,20:16.4
11/7/2020 16:39,1.33E+18,"Joe Biden is now president!!!
#MVPHarris
#JoeBiden https://t.co/3GUoxnOD3k",1,0,Twitter for Android,8.21E+17,Claire St.,MsClairebear88,"Introverted Extrovert. Die Hard Seeker of Truth. Traveler. Foodie. #Progressive #ForThePeople
❤🔥👄💭✈
IG: claire88xoxo",1/17/2017 5:53,173,"Florida, USA",27.7567667,-81.4639835,,United States of America,North America,Florida,FL,20:41.0
11/7/2020 4:46,1.32E+18,#JoeBiden for normalcy in our Country!! 🇺🇲🇺🇲😷😷🇺🇲🇺🇲💕💕 https://t.co/SmgHPsTOVq,1,0,Twitter for Android,1.23E+18,Katie . ..BIDEN/HARRIS FOR THE WIN👏👏👏🏹🎯😽,katniss018,Proud Mom of 2 amazing children🥰🤗 VERY PROUD PA DEMOCRAT..PRES. ELECT BIDEN/VP HARRIS!!!! 👏👏👏🇺🇲🇺🇲🎉🎉💃🕺🇺🇲😷😷🎉❤️💛💚💙💃🕺🎉,2/7/2020 2:11,46,"Pennsylvania, USA",40.9699889,-77.7278831,,United States of America,North America,Pennsylvania,PA,22:23.0
11/7/2020 4:09,1.32E+18,"#TrumpIsACrybaby #TrumpKnewAndDidNothing
#Biden #TrumpMeltdown #TrumpIsANationalDisgrace 
#TrumpleThinSkin. 
 #TrumpTaxes  #TrumpPressConference https://t.co/u1pvQfQPou",0,0,Twitter Web App,1.27E+18,LivesMatter,Livesmatter911,"C  Who's FOLLOWING U on Here, LOTS of tRUMPTERS 
""Say What U Mean, Mean What U Say. ""  If U Talk the Talk, then you better Walk the Walk. Get R Done .",6/14/2020 17:41,30,California,36.7014631,-118.7559974,,United States of America,North America,California,CA,38:03.9
11/1/2020 23:56,1.32E+18,.#JoeBiden #BidenCrimeFamiIy #VoteRedLikeYourLifeDependsOnIt #BidenCorruption https://t.co/XSCw9uK51Q,2,0,Twitter for iPhone,3194623946,Lisa Ripp,ripp_lisa,My story 👉🏻 https://t.co/l9Mt5dUoM6 🇺🇸 #maga #ScottBaiosArmy,5/13/2015 18:42,2494,United States,39.7837304,-100.4458825,,United States,North America,,,55:32.2
10/27/2020 11:01,1.32E+18,"Young, progressive voters are ‘settle for #Biden’

HAPPY TO VOTE FOR #BIDEN

Choose better of the 2 options
That is #JoeBiden

Greedy Corporations
Greedy Athletics, Entertainers
Greedy Entrepreneurs

Making More Than $400,000 don’t like Joe, HIGHER taxes
 https://t.co/hMqOgbUr0w",0,0,Twitter for iPhone,18286812,tkn_one,tkn_one,,12/21/2008 16:07,4,United States,39.7837304,-100.4458825,,United States,North America,,,36:50.3
10/31/2020 20:38,1.32E+18,Happy Halloween🎃!!! #JoeBiden👻 https://t.co/J2vkbxK1iu,0,0,Twitter for Android,189942678,Joshua Albarran,JoshX1993,"Student, artist, Arts Of The World/Poems In Person owner, NYY, NYG, NYR & Nickelodeon fan, PBS/NPR viewer, Democrat supporter & God follower. Tweets made by me.",9/12/2010 17:17,1397,"New York, NY",40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,01:00.0
11/3/2020 12:14,1.32E+18,Vote for @JoeBiden and @KamalaHarris. Our lives depend on it. #JoeBiden #BidenHarris2020 #Elections2020 #Vote #Biden,2,0,Twitter for iPhone,1.28E+18,GurSingh,GurSingh408,"Bay Area to Orange County. Sikh, Democrat, History/Politics/Astronomy Geek, Love to Run, Bike and watch trashy reality TV. 👬🏽🐶🐶🏳️‍🌈",6/26/2020 18:21,46,"Irvine, CA",33.6856969,-117.8259819,Irvine,United States of America,North America,California,CA,17:36.9
11/6/2020 6:06,1.32E+18,The difference between the two #elections #JoeBiden #DonaldTrump #Elections2020 https://t.co/gcEQ1yGQtk,0,0,Twitter for iPhone,362041717,BayNaam,1BayNaam,"Pro-Gun, Pro-Choice, Pro-Environment, Pro-Health Care for all, don't like extremists of any type.",8/25/2011 19:12,80,United States,39.7837304,-100.4458825,,United States,North America,,,42:22.0
10/18/2020 3:43,1.32E+18,@CapehartJ @nbcsnl please bring back @jasonsudeikis to play #Biden,7,0,Twitter for iPhone,2551725480,Jennifer Greene - NOLA,JJGreene03,"lawyer; Co-Founder/Chair of @emergeLouisiana; non-profit supporter. “Service to others is the rent you pay for your room here on Earth."" Muhammad Ali",6/7/2014 4:31,916,"New Orleans, LA",29.9499323,-90.0701156,New Orleans,United States of America,North America,Louisiana,LA,45:59.1
10/27/2020 16:42,1.32E+18,"@politicususa First job for the #Biden administration.  #BalanceTheCourt #CourtReform 

Add enuff seats to #SCOTUS  so that this can never happen again.  

#AmyConeyBarrettIsUnfit 

#VoteBlueLikeYourLifeDependsOnIt",0,0,Twitter Web App,8.25E+17,GW #WeThePeople,silverthornn264,Senior citizen still fighting for responsible US government.,1/27/2017 21:10,159,United States,39.7837304,-100.4458825,,United States,North America,,,36:21.0
10/28/2020 3:08,1.32E+18,"@joncoopertweets So true! &amp; Dems; we are walking into electoral ambush!
 
#Biden needs to urge voters with mail-ins to #VoteInPerson in PA, WI &amp; MI
 
#VoteEarly in WI. This will reduce chance of red mirage &amp; SCOTUS-supported coup and help #StopTrumpsElectionTheft
 
https://t.co/h4XkEJZZgG",12,9,Twitter Web App,874258472,Jonathan Greenberg,JournalistJG,Award-winning public interest investigative journalist who exposed Trump's Forbes 400 John Baron con in Washington Post. Author Trump dystopia America 2034.,10/11/2012 20:16,3421,"New York, NY",40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,09:16.5
